=== Relatório de Comunidades ===
=== Comunidade 140 (ID real 139) — 1 nós ===
 - deputado_74419

=== Comunidade 141 (ID real 140) — 1 nós ===
 - deputado_198197

=== Comunidade 142 (ID real 141) — 1 nós ===
 - deputado_204513

=== Comunidade 143 (ID real 142) — 1 nós ===
 - deputado_204442

=== Comunidade 144 (ID real 143) — 1 nós ===
 - deputado_204456

=== Comunidade 145 (ID real 144) — 1 nós ===
 - deputado_178909

=== Comunidade 146 (ID real 145) — 1 nós ===
 - deputado_204444

=== Comunidade 147 (ID real 146) — 1 nós ===
 - deputado_73482

=== Comunidade 148 (ID real 147) — 1 nós ===
 - deputado_204539

=== Comunidade 149 (ID real 148) — 1 nós ===
 - deputado_73772

=== Comunidade 150 (ID real 149) — 1 nós ===
 - deputado_178884

=== Comunidade 151 (ID real 150) — 1 nós ===
 - deputado_204533

=== Comunidade 152 (ID real 457) — 1 nós ===
 - deputado_204564

=== Comunidade 153 (ID real 152) — 1 nós ===
 - deputado_204508

=== Comunidade 154 (ID real 153) — 1 nós ===
 - deputado_67138

=== Comunidade 155 (ID real 154) — 1 nós ===
 - deputado_204436

=== Comunidade 156 (ID real 155) — 1 nós ===
 - deputado_73531

=== Comunidade 157 (ID real 156) — 1 nós ===
 - deputado_74273

=== Comunidade 158 (ID real 157) — 1 nós ===
 - deputado_178970

=== Comunidade 159 (ID real 159) — 1 nós ===
 - deputado_141459

=== Comunidade 160 (ID real 160) — 1 nós ===
 - deputado_112437

=== Comunidade 161 (ID real 162) — 1 nós ===
 - deputado_178910

=== Comunidade 162 (ID real 163) — 1 nós ===
 - deputado_204468

=== Comunidade 163 (ID real 164) — 1 nós ===
 - deputado_205550

=== Comunidade 164 (ID real 165) — 1 nós ===
 - deputado_178857

=== Comunidade 165 (ID real 166) — 1 nós ===
 - deputado_204386

=== Comunidade 166 (ID real 167) — 1 nós ===
 - deputado_204472

=== Comunidade 167 (ID real 168) — 1 nós ===
 - deputado_204391

=== Comunidade 168 (ID real 169) — 1 nós ===
 - deputado_160619

=== Comunidade 169 (ID real 170) — 1 nós ===
 - deputado_74079

=== Comunidade 170 (ID real 171) — 1 nós ===
 - deputado_204555

=== Comunidade 171 (ID real 172) — 1 nós ===
 - deputado_209189

=== Comunidade 172 (ID real 173) — 1 nós ===
 - deputado_204474

=== Comunidade 173 (ID real 174) — 1 nós ===
 - deputado_204420

=== Comunidade 174 (ID real 175) — 1 nós ===
 - deputado_74317

=== Comunidade 175 (ID real 176) — 1 nós ===
 - deputado_204372

=== Comunidade 176 (ID real 177) — 1 nós ===
 - deputado_73586

=== Comunidade 177 (ID real 178) — 1 nós ===
 - deputado_204457

=== Comunidade 178 (ID real 179) — 1 nós ===
 - deputado_204520

=== Comunidade 179 (ID real 180) — 1 nós ===
 - deputado_204550

=== Comunidade 180 (ID real 181) — 1 nós ===
 - deputado_178886

=== Comunidade 181 (ID real 182) — 1 nós ===
 - deputado_204536

=== Comunidade 182 (ID real 183) — 1 nós ===
 - deputado_160534

=== Comunidade 183 (ID real 184) — 1 nós ===
 - deputado_178832

=== Comunidade 184 (ID real 185) — 1 nós ===
 - deputado_204547

=== Comunidade 185 (ID real 186) — 1 nós ===
 - deputado_74156

=== Comunidade 186 (ID real 187) — 1 nós ===
 - deputado_74299

=== Comunidade 187 (ID real 188) — 1 nós ===
 - deputado_92102

=== Comunidade 188 (ID real 189) — 1 nós ===
 - deputado_139285

=== Comunidade 189 (ID real 190) — 1 nós ===
 - deputado_74585

=== Comunidade 190 (ID real 191) — 1 nós ===
 - deputado_204405

=== Comunidade 191 (ID real 192) — 1 nós ===
 - deputado_196358

=== Comunidade 192 (ID real 193) — 1 nós ===
 - deputado_178931

=== Comunidade 193 (ID real 194) — 1 nós ===
 - deputado_204381

=== Comunidade 194 (ID real 195) — 1 nós ===
 - deputado_204485

=== Comunidade 195 (ID real 197) — 1 nós ===
 - deputado_204455

=== Comunidade 196 (ID real 198) — 1 nós ===
 - deputado_162332

=== Comunidade 197 (ID real 199) — 1 nós ===
 - deputado_204526

=== Comunidade 198 (ID real 200) — 1 nós ===
 - deputado_74784

=== Comunidade 199 (ID real 201) — 1 nós ===
 - deputado_204418

=== Comunidade 200 (ID real 202) — 1 nós ===
 - deputado_166402

=== Comunidade 201 (ID real 204) — 1 nós ===
 - deputado_204471

=== Comunidade 202 (ID real 205) — 1 nós ===
 - deputado_156190

=== Comunidade 203 (ID real 206) — 1 nós ===
 - deputado_205863

=== Comunidade 204 (ID real 208) — 1 nós ===
 - deputado_76874

=== Comunidade 205 (ID real 209) — 1 nós ===
 - deputado_133810

=== Comunidade 206 (ID real 210) — 1 nós ===
 - deputado_204558

=== Comunidade 207 (ID real 211) — 1 nós ===
 - deputado_204556

=== Comunidade 208 (ID real 212) — 1 nós ===
 - deputado_178983

=== Comunidade 209 (ID real 213) — 1 nós ===
 - deputado_179001

=== Comunidade 210 (ID real 214) — 1 nós ===
 - deputado_204452

=== Comunidade 211 (ID real 215) — 1 nós ===
 - deputado_150418

=== Comunidade 212 (ID real 216) — 1 nós ===
 - deputado_204522

=== Comunidade 213 (ID real 217) — 1 nós ===
 - deputado_204431

=== Comunidade 214 (ID real 219) — 1 nós ===
 - deputado_74398

=== Comunidade 215 (ID real 463) — 1 nós ===
 - deputado_204540

=== Comunidade 216 (ID real 221) — 1 nós ===
 - deputado_178956

=== Comunidade 217 (ID real 222) — 1 nós ===
 - deputado_204432

=== Comunidade 218 (ID real 223) — 1 nós ===
 - deputado_178858

=== Comunidade 219 (ID real 224) — 1 nós ===
 - deputado_74749

=== Comunidade 220 (ID real 225) — 1 nós ===
 - deputado_141508

=== Comunidade 221 (ID real 226) — 1 nós ===
 - deputado_178985

=== Comunidade 222 (ID real 227) — 1 nós ===
 - deputado_178895

=== Comunidade 223 (ID real 228) — 1 nós ===
 - deputado_204449

=== Comunidade 224 (ID real 230) — 1 nós ===
 - deputado_204415

=== Comunidade 225 (ID real 231) — 1 nós ===
 - deputado_146307

=== Comunidade 226 (ID real 232) — 1 nós ===
 - deputado_204479

=== Comunidade 227 (ID real 233) — 1 nós ===
 - deputado_66179

=== Comunidade 228 (ID real 234) — 1 nós ===
 - deputado_204498

=== Comunidade 229 (ID real 235) — 1 nós ===
 - deputado_178987

=== Comunidade 230 (ID real 236) — 1 nós ===
 - deputado_204363

=== Comunidade 231 (ID real 237) — 1 nós ===
 - deputado_204422

=== Comunidade 232 (ID real 238) — 1 nós ===
 - deputado_204441

=== Comunidade 233 (ID real 239) — 1 nós ===
 - deputado_204475

=== Comunidade 234 (ID real 240) — 1 nós ===
 - deputado_204573

=== Comunidade 235 (ID real 241) — 1 nós ===
 - deputado_160556

=== Comunidade 236 (ID real 242) — 1 nós ===
 - deputado_204553

=== Comunidade 237 (ID real 243) — 1 nós ===
 - deputado_74160

=== Comunidade 238 (ID real 244) — 1 nós ===
 - deputado_204377

=== Comunidade 239 (ID real 245) — 1 nós ===
 - deputado_171617

=== Comunidade 240 (ID real 246) — 1 nós ===
 - deputado_204538

=== Comunidade 241 (ID real 247) — 1 nós ===
 - deputado_193726

=== Comunidade 242 (ID real 248) — 1 nós ===
 - deputado_160558

=== Comunidade 243 (ID real 249) — 1 nós ===
 - deputado_204461

=== Comunidade 244 (ID real 250) — 1 nós ===
 - deputado_204492

=== Comunidade 245 (ID real 251) — 1 nós ===
 - deputado_90201

=== Comunidade 246 (ID real 252) — 1 nós ===
 - deputado_122974

=== Comunidade 247 (ID real 253) — 1 nós ===
 - deputado_160604

=== Comunidade 248 (ID real 254) — 1 nós ===
 - deputado_204406

=== Comunidade 249 (ID real 255) — 1 nós ===
 - deputado_204524

=== Comunidade 250 (ID real 256) — 1 nós ===
 - deputado_204529

=== Comunidade 251 (ID real 257) — 1 nós ===
 - deputado_204390

=== Comunidade 252 (ID real 258) — 1 nós ===
 - deputado_204383

=== Comunidade 253 (ID real 259) — 1 nós ===
 - deputado_204446

=== Comunidade 254 (ID real 260) — 1 nós ===
 - deputado_204565

=== Comunidade 255 (ID real 261) — 1 nós ===
 - deputado_160639

=== Comunidade 256 (ID real 262) — 1 nós ===
 - deputado_204467

=== Comunidade 257 (ID real 263) — 1 nós ===
 - deputado_178951

=== Comunidade 258 (ID real 264) — 1 nós ===
 - deputado_204567

=== Comunidade 259 (ID real 265) — 1 nós ===
 - deputado_141523

=== Comunidade 260 (ID real 266) — 1 nós ===
 - deputado_205865

=== Comunidade 261 (ID real 267) — 1 nós ===
 - deputado_178925

=== Comunidade 262 (ID real 268) — 1 nós ===
 - deputado_204362

=== Comunidade 263 (ID real 269) — 1 nós ===
 - deputado_160655

=== Comunidade 264 (ID real 270) — 1 nós ===
 - deputado_178920

=== Comunidade 265 (ID real 271) — 1 nós ===
 - deputado_204489

=== Comunidade 266 (ID real 272) — 1 nós ===
 - deputado_152610

=== Comunidade 267 (ID real 273) — 1 nós ===
 - deputado_160653

=== Comunidade 268 (ID real 275) — 1 nós ===
 - deputado_204530

=== Comunidade 269 (ID real 276) — 1 nós ===
 - deputado_204366

=== Comunidade 270 (ID real 277) — 1 nós ===
 - deputado_141531

=== Comunidade 271 (ID real 278) — 1 nós ===
 - deputado_204480

=== Comunidade 272 (ID real 279) — 1 nós ===
 - deputado_178930

=== Comunidade 273 (ID real 280) — 1 nós ===
 - deputado_178861

=== Comunidade 274 (ID real 281) — 1 nós ===
 - deputado_204525

=== Comunidade 275 (ID real 282) — 1 nós ===
 - deputado_204357

=== Comunidade 276 (ID real 283) — 1 nós ===
 - deputado_73604

=== Comunidade 277 (ID real 284) — 1 nós ===
 - deputado_160635

=== Comunidade 278 (ID real 285) — 1 nós ===
 - deputado_178990

=== Comunidade 279 (ID real 286) — 1 nós ===
 - deputado_204416

=== Comunidade 280 (ID real 288) — 1 nós ===
 - deputado_204387

=== Comunidade 281 (ID real 290) — 1 nós ===
 - deputado_204438

=== Comunidade 282 (ID real 292) — 1 nós ===
 - deputado_204437

=== Comunidade 283 (ID real 293) — 1 nós ===
 - deputado_178961

=== Comunidade 284 (ID real 294) — 1 nós ===
 - deputado_204557

=== Comunidade 285 (ID real 295) — 1 nós ===
 - deputado_204360

=== Comunidade 286 (ID real 296) — 1 nós ===
 - deputado_178946

=== Comunidade 287 (ID real 297) — 1 nós ===
 - deputado_178947

=== Comunidade 288 (ID real 298) — 1 nós ===
 - deputado_92776

=== Comunidade 289 (ID real 299) — 1 nós ===
 - deputado_177282

=== Comunidade 290 (ID real 300) — 1 nós ===
 - deputado_204534

=== Comunidade 291 (ID real 301) — 1 nós ===
 - deputado_178922

=== Comunidade 292 (ID real 302) — 1 nós ===
 - deputado_204464

=== Comunidade 293 (ID real 303) — 1 nós ===
 - deputado_206231

=== Comunidade 294 (ID real 304) — 1 nós ===
 - deputado_204466

=== Comunidade 295 (ID real 305) — 1 nós ===
 - deputado_204519

=== Comunidade 296 (ID real 306) — 1 nós ===
 - deputado_160976

=== Comunidade 297 (ID real 307) — 1 nós ===
 - deputado_197438

=== Comunidade 298 (ID real 308) — 1 nós ===
 - deputado_157130

=== Comunidade 299 (ID real 309) — 1 nós ===
 - deputado_178863

=== Comunidade 300 (ID real 432) — 1 nós ===
 - deputado_195866

=== Comunidade 301 (ID real 311) — 1 nós ===
 - deputado_160610

=== Comunidade 302 (ID real 313) — 1 nós ===
 - deputado_74376

=== Comunidade 303 (ID real 314) — 1 nós ===
 - deputado_204505

=== Comunidade 304 (ID real 315) — 1 nós ===
 - deputado_204396

=== Comunidade 305 (ID real 316) — 1 nós ===
 - deputado_74283

=== Comunidade 306 (ID real 317) — 1 nós ===
 - deputado_204483

=== Comunidade 307 (ID real 318) — 1 nós ===
 - deputado_141555

=== Comunidade 308 (ID real 319) — 1 nós ===
 - deputado_204532

=== Comunidade 309 (ID real 320) — 1 nós ===
 - deputado_178992

=== Comunidade 310 (ID real 321) — 1 nós ===
 - deputado_178952

=== Comunidade 311 (ID real 322) — 1 nós ===
 - deputado_160518

=== Comunidade 312 (ID real 323) — 1 nós ===
 - deputado_74044

=== Comunidade 313 (ID real 325) — 1 nós ===
 - deputado_74439

=== Comunidade 314 (ID real 326) — 1 nós ===
 - deputado_160632

=== Comunidade 315 (ID real 327) — 1 nós ===
 - deputado_204517

=== Comunidade 316 (ID real 328) — 1 nós ===
 - deputado_136811

=== Comunidade 317 (ID real 329) — 1 nós ===
 - deputado_178835

=== Comunidade 318 (ID real 330) — 1 nós ===
 - deputado_204549

=== Comunidade 319 (ID real 331) — 1 nós ===
 - deputado_178972

=== Comunidade 320 (ID real 332) — 1 nós ===
 - deputado_204516

=== Comunidade 321 (ID real 333) — 1 nós ===
 - deputado_178927

=== Comunidade 322 (ID real 334) — 1 nós ===
 - deputado_204423

=== Comunidade 323 (ID real 335) — 1 nós ===
 - deputado_133439

=== Comunidade 324 (ID real 336) — 1 nós ===
 - deputado_73696

=== Comunidade 325 (ID real 337) — 1 nós ===
 - deputado_73433

=== Comunidade 326 (ID real 339) — 1 nós ===
 - deputado_204388

=== Comunidade 327 (ID real 340) — 1 nós ===
 - deputado_160538

=== Comunidade 328 (ID real 341) — 1 nós ===
 - deputado_93083

=== Comunidade 329 (ID real 342) — 1 nós ===
 - deputado_178962

=== Comunidade 330 (ID real 78) — 1 nós ===
 - deputado_204380

=== Comunidade 331 (ID real 344) — 1 nós ===
 - deputado_73441

=== Comunidade 332 (ID real 345) — 1 nós ===
 - deputado_204504

=== Comunidade 333 (ID real 346) — 1 nós ===
 - deputado_178928

=== Comunidade 334 (ID real 347) — 1 nós ===
 - deputado_204355

=== Comunidade 335 (ID real 348) — 1 nós ===
 - deputado_204459

=== Comunidade 336 (ID real 350) — 1 nós ===
 - deputado_164359

=== Comunidade 337 (ID real 351) — 1 nós ===
 - deputado_204481

=== Comunidade 338 (ID real 352) — 1 nós ===
 - deputado_178994

=== Comunidade 339 (ID real 353) — 1 nós ===
 - deputado_141421

=== Comunidade 340 (ID real 354) — 1 nós ===
 - deputado_160532

=== Comunidade 341 (ID real 355) — 1 nós ===
 - deputado_178854

=== Comunidade 342 (ID real 357) — 1 nós ===
 - deputado_160575

=== Comunidade 343 (ID real 358) — 1 nós ===
 - deputado_178953

=== Comunidade 344 (ID real 360) — 1 nós ===
 - deputado_204407

=== Comunidade 345 (ID real 361) — 1 nós ===
 - deputado_92699

=== Comunidade 346 (ID real 362) — 1 nós ===
 - deputado_204427

=== Comunidade 347 (ID real 364) — 1 nós ===
 - deputado_204393

=== Comunidade 348 (ID real 365) — 1 nós ===
 - deputado_74200

=== Comunidade 349 (ID real 366) — 1 nós ===
 - deputado_160669

=== Comunidade 350 (ID real 367) — 1 nós ===
 - deputado_204473

=== Comunidade 351 (ID real 368) — 1 nós ===
 - deputado_204484

=== Comunidade 352 (ID real 369) — 1 nós ===
 - deputado_204394

=== Comunidade 353 (ID real 370) — 1 nós ===
 - deputado_74383

=== Comunidade 354 (ID real 371) — 1 nós ===
 - deputado_204491

=== Comunidade 355 (ID real 372) — 1 nós ===
 - deputado_204365

=== Comunidade 356 (ID real 373) — 1 nós ===
 - deputado_160673

=== Comunidade 357 (ID real 374) — 1 nós ===
 - deputado_178996

=== Comunidade 358 (ID real 375) — 1 nós ===
 - deputado_73460

=== Comunidade 359 (ID real 376) — 1 nós ===
 - deputado_204465

=== Comunidade 360 (ID real 377) — 1 nós ===
 - deputado_204548

=== Comunidade 361 (ID real 378) — 1 nós ===
 - deputado_178873

=== Comunidade 362 (ID real 379) — 1 nós ===
 - deputado_204373

=== Comunidade 363 (ID real 380) — 1 nós ===
 - deputado_178981

=== Comunidade 364 (ID real 381) — 1 nós ===
 - deputado_141450

=== Comunidade 365 (ID real 382) — 1 nós ===
 - deputado_160674

=== Comunidade 366 (ID real 383) — 1 nós ===
 - deputado_74848

=== Comunidade 367 (ID real 384) — 1 nós ===
 - deputado_160570

=== Comunidade 368 (ID real 385) — 1 nós ===
 - deputado_178839

=== Comunidade 369 (ID real 386) — 1 nós ===
 - deputado_204435

=== Comunidade 370 (ID real 387) — 1 nós ===
 - deputado_160531

=== Comunidade 371 (ID real 388) — 1 nós ===
 - deputado_74366

=== Comunidade 372 (ID real 389) — 1 nós ===
 - deputado_141458

=== Comunidade 373 (ID real 390) — 1 nós ===
 - deputado_141470

=== Comunidade 374 (ID real 391) — 1 nós ===
 - deputado_74554

=== Comunidade 375 (ID real 392) — 1 nós ===
 - deputado_204497

=== Comunidade 376 (ID real 393) — 1 nós ===
 - deputado_151208

=== Comunidade 377 (ID real 394) — 1 nós ===
 - deputado_98057

=== Comunidade 378 (ID real 395) — 1 nós ===
 - deputado_204359

=== Comunidade 379 (ID real 396) — 1 nós ===
 - deputado_204523

=== Comunidade 380 (ID real 397) — 1 nós ===
 - deputado_204404

=== Comunidade 381 (ID real 398) — 1 nós ===
 - deputado_178954

=== Comunidade 382 (ID real 399) — 1 nós ===
 - deputado_204410

=== Comunidade 383 (ID real 400) — 1 nós ===
 - deputado_204448

=== Comunidade 384 (ID real 401) — 1 nós ===
 - deputado_146788

=== Comunidade 385 (ID real 403) — 1 nós ===
 - deputado_160535

=== Comunidade 386 (ID real 404) — 1 nós ===
 - deputado_204506

=== Comunidade 387 (ID real 405) — 1 nós ===
 - deputado_204430

=== Comunidade 388 (ID real 406) — 1 nós ===
 - deputado_204428

=== Comunidade 389 (ID real 407) — 1 nós ===
 - deputado_74158

=== Comunidade 390 (ID real 408) — 1 nós ===
 - deputado_204403

=== Comunidade 391 (ID real 409) — 1 nós ===
 - deputado_204566

=== Comunidade 392 (ID real 410) — 1 nós ===
 - deputado_75431

=== Comunidade 393 (ID real 411) — 1 nós ===
 - deputado_154178

=== Comunidade 394 (ID real 412) — 1 nós ===
 - deputado_204453

=== Comunidade 395 (ID real 413) — 1 nós ===
 - deputado_178896

=== Comunidade 396 (ID real 414) — 1 nós ===
 - deputado_74352

=== Comunidade 397 (ID real 415) — 1 nós ===
 - deputado_178986

=== Comunidade 398 (ID real 416) — 1 nós ===
 - deputado_194260

=== Comunidade 399 (ID real 417) — 1 nós ===
 - deputado_74159

=== Comunidade 400 (ID real 419) — 1 nós ===
 - deputado_204570

=== Comunidade 401 (ID real 420) — 1 nós ===
 - deputado_141518

=== Comunidade 402 (ID real 421) — 1 nós ===
 - deputado_74574

=== Comunidade 403 (ID real 422) — 1 nós ===
 - deputado_141488

=== Comunidade 404 (ID real 423) — 1 nós ===
 - deputado_204395

=== Comunidade 405 (ID real 425) — 1 nós ===
 - deputado_73943

=== Comunidade 406 (ID real 426) — 1 nós ===
 - deputado_73486

=== Comunidade 407 (ID real 427) — 1 nós ===
 - deputado_160601

=== Comunidade 408 (ID real 428) — 1 nós ===
 - deputado_160641

=== Comunidade 409 (ID real 429) — 1 nós ===
 - deputado_74161

=== Comunidade 410 (ID real 430) — 1 nós ===
 - deputado_178989

=== Comunidade 411 (ID real 431) — 1 nós ===
 - deputado_73801

=== Comunidade 412 (ID real 433) — 1 nós ===
 - deputado_160651

=== Comunidade 413 (ID real 434) — 1 nós ===
 - deputado_73466

=== Comunidade 414 (ID real 435) — 1 nós ===
 - deputado_74371

=== Comunidade 415 (ID real 436) — 1 nós ===
 - deputado_204535

=== Comunidade 416 (ID real 437) — 1 nós ===
 - deputado_178921

=== Comunidade 417 (ID real 438) — 1 nós ===
 - deputado_204425

=== Comunidade 418 (ID real 439) — 1 nós ===
 - deputado_178934

=== Comunidade 419 (ID real 440) — 1 nós ===
 - deputado_141553

=== Comunidade 420 (ID real 442) — 1 nós ===
 - deputado_160569

=== Comunidade 421 (ID real 443) — 1 nós ===
 - deputado_178889

=== Comunidade 422 (ID real 444) — 1 nós ===
 - deputado_160592

=== Comunidade 423 (ID real 445) — 1 nós ===
 - deputado_178836

=== Comunidade 424 (ID real 447) — 1 nós ===
 - deputado_141391

=== Comunidade 425 (ID real 448) — 1 nós ===
 - deputado_74090

=== Comunidade 426 (ID real 449) — 1 nós ===
 - deputado_160512

=== Comunidade 427 (ID real 450) — 1 nós ===
 - deputado_204551

=== Comunidade 428 (ID real 451) — 1 nós ===
 - deputado_160589

=== Comunidade 429 (ID real 402) — 1 nós ===
 - deputado_141401

=== Comunidade 430 (ID real 453) — 1 nós ===
 - deputado_204518

=== Comunidade 431 (ID real 454) — 1 nós ===
 - deputado_66828

=== Comunidade 432 (ID real 455) — 1 nós ===
 - deputado_178964

=== Comunidade 433 (ID real 456) — 1 nós ===
 - deputado_178959

=== Comunidade 434 (ID real 16) — 1 nós ===
 - deputado_178879

=== Comunidade 435 (ID real 459) — 1 nós ===
 - deputado_160510

=== Comunidade 436 (ID real 229) — 1 nós ===
 - deputado_160645

=== Comunidade 437 (ID real 461) — 1 nós ===
 - deputado_160642

=== Comunidade 438 (ID real 462) — 1 nós ===
 - deputado_74400

=== Comunidade 439 (ID real 207) — 1 nós ===
 - deputado_178912

=== Comunidade 440 (ID real 464) — 1 nós ===
 - deputado_73788

=== Comunidade 441 (ID real 466) — 1 nós ===
 - deputado_178945

=== Comunidade 442 (ID real 467) — 1 nós ===
 - deputado_178933

=== Comunidade 443 (ID real 468) — 1 nós ===
 - deputado_143084

=== Comunidade 444 (ID real 469) — 1 nós ===
 - deputado_204379

=== Comunidade 445 (ID real 470) — 1 nós ===
 - deputado_74646

=== Comunidade 446 (ID real 471) — 1 nós ===
 - deputado_178881

=== Comunidade 447 (ID real 472) — 1 nós ===
 - deputado_204562

=== Comunidade 448 (ID real 473) — 1 nós ===
 - deputado_204527

=== Comunidade 449 (ID real 474) — 1 nós ===
 - deputado_141464

=== Comunidade 450 (ID real 475) — 1 nós ===
 - deputado_204563

=== Comunidade 451 (ID real 196) — 1 nós ===
 - deputado_204574

=== Comunidade 452 (ID real 477) — 1 nós ===
 - deputado_178997

=== Comunidade 453 (ID real 478) — 1 nós ===
 - deputado_141516

=== Comunidade 454 (ID real 479) — 1 nós ===
 - deputado_178860

=== Comunidade 455 (ID real 480) — 1 nós ===
 - deputado_178977

=== Comunidade 456 (ID real 481) — 1 nós ===
 - deputado_178975

=== Comunidade 457 (ID real 482) — 1 nós ===
 - deputado_204502

=== Comunidade 458 (ID real 483) — 1 nós ===
 - deputado_204507

=== Comunidade 459 (ID real 484) — 1 nós ===
 - deputado_141405

=== Comunidade 460 (ID real 485) — 1 nós ===
 - deputado_74537

=== Comunidade 461 (ID real 486) — 1 nós ===
 - deputado_171623

=== Comunidade 462 (ID real 487) — 1 nós ===
 - deputado_141434

=== Comunidade 463 (ID real 488) — 1 nós ===
 - deputado_204408

=== Comunidade 464 (ID real 489) — 1 nós ===
 - deputado_108338

=== Comunidade 465 (ID real 490) — 1 nós ===
 - deputado_178866

=== Comunidade 466 (ID real 491) — 1 nós ===
 - deputado_133968

=== Comunidade 467 (ID real 492) — 1 nós ===
 - deputado_74356

=== Comunidade 468 (ID real 359) — 1 nós ===
 - deputado_204385

=== Comunidade 469 (ID real 494) — 1 nós ===
 - deputado_137070

=== Comunidade 470 (ID real 349) — 1 nós ===
 - deputado_74043

=== Comunidade 471 (ID real 496) — 1 nós ===
 - deputado_204559

=== Comunidade 472 (ID real 497) — 1 nós ===
 - deputado_204353

=== Comunidade 473 (ID real 498) — 1 nós ===
 - deputado_178924

=== Comunidade 474 (ID real 499) — 1 nós ===
 - deputado_74060

=== Comunidade 475 (ID real 97) — 1 nós ===
 - deputado_204368

=== Comunidade 476 (ID real 98) — 1 nós ===
 - deputado_204375

=== Comunidade 477 (ID real 356) — 1 nós ===
 - deputado_204382

=== Comunidade 478 (ID real 102) — 1 nós ===
 - deputado_204458

=== Comunidade 479 (ID real 104) — 1 nós ===
 - deputado_178843

=== Comunidade 480 (ID real 363) — 1 nós ===
 - deputado_160527

=== Comunidade 481 (ID real 446) — 1 nós ===
 - deputado_178882

=== Comunidade 482 (ID real 493) — 1 nós ===
 - deputado_160600

=== Comunidade 483 (ID real 495) — 1 nós ===
 - deputado_143632

=== Comunidade 484 (ID real 126) — 1 nós ===
 - deputado_179587

=== Comunidade 485 (ID real 338) — 1 nós ===
 - deputado_160541

=== Comunidade 486 (ID real 38) — 1 nós ===
 - deputado_74478

=== Comunidade 487 (ID real 135) — 1 nós ===
 - deputado_204546

=== Comunidade 488 (ID real 476) — 1 nós ===
 - deputado_160667

=== Comunidade 489 (ID real 465) — 1 nós ===
 - deputado_73808

=== Comunidade 490 (ID real 274) — 1 nós ===
 - deputado_178948

=== Comunidade 491 (ID real 74) — 1 nós ===
 - deputado_160591

=== Comunidade 492 (ID real 310) — 1 nós ===
 - deputado_179000

=== Comunidade 493 (ID real 151) — 1 nós ===
 - deputado_188097

=== Comunidade 494 (ID real 287) — 1 nós ===
 - deputado_168175

=== Comunidade 495 (ID real 161) — 1 nós ===
 - deputado_213762

=== Comunidade 496 (ID real 220) — 1 nós ===
 - deputado_62881

=== Comunidade 497 (ID real 418) — 1 nós ===
 - deputado_73692

=== Comunidade 498 (ID real 291) — 1 nós ===
 - deputado_213274

=== Comunidade 499 (ID real 343) — 1 nós ===
 - deputado_178825

=== Comunidade 500 (ID real 458) — 1 nós ===
 - deputado_215361

=== Comunidade 501 (ID real 460) — 1 nós ===
 - deputado_74856

